0,0.00
1,0.00
2,0.00
0,0.00
1,1267.61
2,170.35
3,105.18
4,92.44
5,92.32
6,0.00
7,0.00
8,0.00
9,0.00
10,0.00
11,0.00
12,0.00
13,0.00
14,0.00
15,0.00
16,0.00
17,0.00
0,0.00
1,0.00
2,0.00
3,0.00
0,0.00
1,0.00
2,0.00
3,80.85
4,44.37
5,31.69
6,29.04
7,28.16
8,30.65
9,24.41
10,20.12
11,16.88
12,16.53
13,30.28
14,23.49
15,22.01
16,24.72
17,18.96
18,31.69
19,23.03
20,20.12
21,0.00
22,0.00
23,0.00
24,0.00
25,0.00
26,0.00
27,0.00
28,0.00
29,0.00
30,0.00
31,0.00
32,0.00
33,0.00
34,0.00
35,0.00
36,0.00
37,0.00
38,0.00
39,0.00
40,0.00
41,0.00
42,0.00
43,0.00
44,0.00
45,0.00
46,0.00
47,0.00
48,0.00
49,0.00
50,0.00
51,0.00
52,0.00
53,0.00
54,0.00
55,0.00
56,0.00
57,170.95
58,122.56
59,149.66
60,109.85
61,80.23
62,51.77
63,51.55
64,49.99
65,58.95
66,48.11
67,38.33
68,35.39
69,57.52
70,40.23
71,52.36
72,0.00
73,243.02
74,0.00
75,733.83
76,478.49
77,48.54
78,38.54
79,35.86
80,32.15
81,29.51
82,30.39
83,34.45
84,26.10
85,316.79
86,0.00
87,0.00
88,0.00
89,0.00
90,0.00
91,0.00
92,0.00
93,0.00
94,0.00
0,0.00
1,0.00
2,0.00
3,0.00
4,0.00
5,0.00
6,0.00
7,0.00
8,0.00
9,0.00
10,0.00
11,0.00
12,0.00
13,0.00
14,0.00
15,0.00
16,0.00
17,0.00
18,0.00
19,0.00
20,0.00
21,0.00
22,0.00
23,0.00
24,0.00
25,0.00
26,0.00
27,0.00
28,0.00
29,0.00
30,0.00
31,0.00
32,0.00
33,0.00
34,0.00
35,0.00
36,0.00
37,0.00
38,15.02
39,16.02
40,18.45
41,15.92
42,16.18
43,18.85
44,20.78
45,16.38
46,14.87
47,13.86
48,13.46
49,13.86
50,14.41
51,15.07
52,15.17
53,14.41
54,15.07
55,14.87
56,13.91
57,11.91
58,11.86
59,11.86
60,12.41
61,17.94
62,15.92
63,15.92
64,15.92
65,15.92
66,15.67
67,14.92
68,14.87
69,15.77
70,15.47
71,30.44
72,28.89
73,27.08
74,26.05
75,24.05
76,40.44
77,38.28
78,15.42
79,15.32
80,23.28
81,22.82
82,18.96
83,25.74
84,16.93
85,15.92
86,24.20
87,23.13
88,0.00
89,0.00
90,0.00
91,0.00
92,0.00
93,0.00
94,0.00
95,0.00
96,0.00
97,0.00
98,0.00
99,0.00
100,0.00
101,0.00
102,0.00
103,0.00
104,0.00
105,0.00
106,0.00
107,0.00
108,0.00
109,0.00
110,0.00
0,0.00
1,0.00
2,0.00
3,0.00
4,0.00
0,0.00
1,0.00
2,0.00
3,0.00
4,0.00
5,0.00
6,0.00
7,0.00
8,0.00
9,0.00
10,0.00
11,0.00
12,0.00
13,0.00
14,0.00
15,7.18
16,7.08
17,6.29
18,0.00
19,0.00
20,0.00
21,962.06
22,330.47
23,13.91
24,0.00
25,8.93
26,166.75
27,0.00
28,286.03
29,0.00
30,0.00
31,0.00
32,0.00
33,0.00
34,0.00
35,0.00
36,22.39
37,10.31
38,1.30
39,0.00
40,1518.45
41,9.22
42,11.26
43,18.31
44,0.00
45,0.00
46,0.00
47,0.00
48,0.00
49,0.00
50,0.00
51,0.00
52,0.00
53,0.00
54,0.00
55,0.00
56,0.00
57,0.00
58,1.51
59,0.00
60,0.00
61,0.00
62,0.00
63,0.00
64,0.00
65,0.00
66,0.00
67,0.00
68,244.98
69,0.00
70,0.00
71,0.00
72,0.00
73,0.00
74,0.00
75,0.00
76,0.00
77,135.13
78,0.00
79,656.42
80,0.00
81,299.66
82,0.00
83,0.00
84,0.00
85,0.00
86,0.00
87,0.00
88,0.00
0,0.00
1,0.00
2,0.00
3,0.00
4,0.00
5,0.00
6,0.00
7,0.00
8,0.98
9,0.54
10,0.34
11,0.49
12,1.03
13,12.96
14,1.03
15,13.91
16,0.44
17,0.73
18,0.05
19,0.20
20,1.03
21,0.00
22,0.00
23,0.00
24,0.00
25,186.56
26,217.53
27,0.00
28,0.00
29,0.00
30,0.00
31,0.00
32,0.00
33,0.00
34,0.00
35,0.00
36,0.00
37,0.00
38,0.00
39,0.00
40,0.00
41,0.00
42,0.00
43,0.00
44,0.00
45,0.00
46,0.00
47,0.00
48,0.00
49,0.00
50,16.58
51,6.88
52,2.01
53,2.01
54,1.32
55,2.69
56,2.99
57,2.69
58,2.01
59,2.01
60,2.01
61,2.01
62,2.01
63,2.01
64,1.91
65,1.66
66,1.96
67,1.76
68,2.05
69,2.99
70,2.25
71,2.01
72,2.01
73,2.01
74,2.01
75,2.01
76,2.01
77,1.91
78,1.81
79,1.37
80,1.08
81,1.22
82,1.22
83,8.27
84,78.24
85,0.00
86,278.40
87,181.42
88,238.21
89,176.40
90,256.21
91,0.00
92,0.00
93,245.14
94,0.00
95,0.00
96,238.21
97,0.00
98,0.00
99,0.00
100,0.00
101,165.29
102,1678.37
103,0.00
104,0.00
105,0.00
106,0.00
107,0.00
0,0.00
1,414.85
2,48.59
3,0.00
4,51.93
5,4.07
6,7.33
7,9.91
8,6.78
9,9.12
10,8.02
11,10.96
12,8.52
13,16.63
14,10.91
15,9.22
16,7.08
17,4.96
18,3.97
19,4.96
20,4.96
21,5.89
22,8.32
23,6.39
24,5.94
25,4.96
26,4.96
27,4.91
28,4.91
29,3.97
30,26.98
31,209.12
32,299.41
33,176.07
34,0.00
35,0.00
36,0.00
37,0.00
38,0.00
39,0.00
40,0.00
41,0.00
42,0.00
43,0.00
44,0.00
45,0.00
46,0.00
47,0.00
48,0.00
49,0.00
50,0.00
51,0.00
52,0.00
53,0.00
54,0.00
55,0.00
56,0.00
57,0.00
58,0.00
59,0.00
60,0.00
61,0.00
62,0.00
63,0.00
64,0.00
65,0.00
66,0.00
67,0.00
68,0.00
69,0.00
70,0.00
71,0.00
72,0.00
73,0.00
74,0.00
75,0.00
76,0.00
77,0.00
78,0.00
79,0.00
80,0.00
81,0.00
82,1905.06
83,0.00
84,0.00
85,0.00
86,0.00
